"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Java File Path"
"android.os.Binder.mOwner","false","false","true","false","false","IInterface","","","","\android\os\Binder.java"
"android.os.Binder.FIND_POTENTIAL_LEAKS","false","false","true","true","true","boolean","false","","/*
     * Set this flag to true to detect anonymous, local or member classes
     * that extend this Binder class and that are not static. These kind
     * of classes can potentially create leaks.
     */
","\android\os\Binder.java"
"android.os.BinderProxy.mSelf","false","false","true","false","true","WeakReference","","","","\android\os\Binder.java"
"android.util.CharsetUtils.VENDOR_DOCOMO","false","false","true","true","true","String","""docomo""","","/**
 * name of the vendor ""Docomo"". <b>Note:</b> This isn't a public
 * constant, in order to keep this class from becoming a de facto
 * reference list of vendor names.
 */
","\android\util\CharsetUtils.java"
"android.database.sqlite.SQLiteDebug.sNumActiveCursorsFinalized","false","false","true","true","false","int","0","","","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.numPagers","true","false","false","false","false","int","","@Deprecated","/**
 * The number of pagers opened in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.pageCacheOverflo","true","false","false","false","false","int","","","/**
 * the number of bytes of page cache allocation which could not be sattisfied by the
 * SQLITE_CONFIG_PAGECACHE buffer and where forced to overflow to sqlite3_malloc().
 * The returned value includes allocations that overflowed because they where too large
 * (they were larger than the ""sz"" parameter to SQLITE_CONFIG_PAGECACHE) and allocations
 * that overflowed because no space was left in the page cache.
 * documented at http://www.sqlite.org/c3ref/c_status_malloc_size.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.DEBUG_ACTIVE_CURSOR_FINALIZATION","true","false","false","true","true","boolean","Log.isLoggable(""SQLiteCursorClosing"", Log.VERBOSE)","","/**
 * Controls the stack trace reporting of active cursors being
 * finalized.
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.dbStats","true","false","false","false","false","ArrayList<DbStats>","","","/**
 * a list of {@link DbStats} - one for each main database opened by the applications
 * running on the android device
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.largestMemAlloc","true","false","false","false","false","int","","","/**
 * records the largest memory allocation request handed to sqlite3.
 * documented at http://www.sqlite.org/c3ref/c_status_malloc_size.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.dbName","true","false","false","false","false","String","","","/**
 * name of the database
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.DbStats.lookaside","true","false","false","false","false","int","","","/**
 * documented here http://www.sqlite.org/c3ref/c_dbstatus_lookaside_used.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.DEBUG_SQL_STATEMENTS","true","false","false","true","true","boolean","Log.isLoggable(""SQLiteStatements"", Log.VERBOSE)","","/**
 * Controls the printing of SQL statements as they are executed.
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.totalBytes","true","false","false","false","false","long","","@Deprecated","/**
 * The total number of bytes in all pagers in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.dbStats","true","false","false","false","false","ArrayList<DbStats>","","","/**
 * a list of {@link DbStats} - one for each main database opened by the applications
 * running on the android device
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.pageCacheOverflo","true","false","false","false","false","int","","","/**
 * the number of bytes of page cache allocation which could not be sattisfied by the
 * SQLITE_CONFIG_PAGECACHE buffer and where forced to overflow to sqlite3_malloc().
 * The returned value includes allocations that overflowed because they where too large
 * (they were larger than the ""sz"" parameter to SQLITE_CONFIG_PAGECACHE) and allocations
 * that overflowed because no space was left in the page cache.
 * documented at http://www.sqlite.org/c3ref/c_status_malloc_size.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.DEBUG_SQL_TIME","true","false","false","true","true","boolean","Log.isLoggable(""SQLiteTime"", Log.VERBOSE)","","/**
 * Controls the printing of wall-clock time taken to execute SQL statements
 * as they are executed.
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.DEBUG_LOCK_TIME_TRACKING","true","false","false","true","true","boolean","Log.isLoggable(""SQLiteLockTime"", Log.VERBOSE)","","/**
 * Controls the tracking of time spent holding the database lock.
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.DbStats.dbSize","true","false","false","false","false","long","","","/**
 * the database size
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.databaseBytes","true","false","false","false","false","long","","@Deprecated","/**
 * The number of bytes in all database files opened in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.DEBUG_SQL_CACHE","true","false","false","true","true","boolean","Log.isLoggable(""SQLiteCompiledSql"", Log.VERBOSE)","","/**
 * Controls the printing of compiled-sql-statement cache stats.
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.largestMemAlloc","true","false","false","false","false","int","","","/**
 * records the largest memory allocation request handed to sqlite3.
 * documented at http://www.sqlite.org/c3ref/c_status_malloc_size.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.databaseBytes","true","false","false","false","false","long","","@Deprecated","/**
 * The number of bytes in all database files opened in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.DbStats.dbName","true","false","false","false","false","String","","","/**
 * name of the database
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.memoryUsed","true","false","false","false","false","int","","","/**
 * the current amount of memory checked out by sqlite using sqlite3_malloc().
 * documented at http://www.sqlite.org/c3ref/c_status_malloc_size.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.lookaside","true","false","false","false","false","int","","","/**
 * documented here http://www.sqlite.org/c3ref/c_dbstatus_lookaside_used.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.memoryUsed","true","false","false","false","false","int","","","/**
 * the current amount of memory checked out by sqlite using sqlite3_malloc().
 * documented at http://www.sqlite.org/c3ref/c_status_malloc_size.html
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.DbStats.pageSize","true","false","false","false","false","long","","","/**
 * the page size for the database
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.referencedBytes","true","false","false","false","false","long","","@Deprecated","/**
 * The number of bytes in referenced pages in all pagers in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.referencedBytes","true","false","false","false","false","long","","@Deprecated","/**
 * The number of bytes in referenced pages in all pagers in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.DEBUG_LOCK_TIME_TRACKING_STACK_TRACE","true","false","false","true","true","boolean","Log.isLoggable(""SQLiteLockStackTrace"", Log.VERBOSE)","","/**
 * Controls the printing of stack traces when tracking the time spent holding the database lock.
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.pageSize","true","false","false","false","false","long","","","/**
 * the page size for the database
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.dbSize","true","false","false","false","false","long","","","/**
 * the database size
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.SQLiteDebug.totalBytes","true","false","false","false","false","long","","@Deprecated","/**
 * The total number of bytes in all pagers in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.database.sqlite.PagerStats.numPagers","true","false","false","false","false","int","","@Deprecated","/**
 * The number of pagers opened in the current process
 * @deprecated not used any longer
 */
","\android\database\sqlite\SQLiteDebug.java"
"android.os.Parcelable.PARCELABLE_WRITE_RETURN_VALUE","true","false","false","true","true","int","0x0001","","/**
 * Flag for use with {@link #writeToParcel}: the object being written
 * is a return value, that is the result of a function such as
 * ""<code>Parcelable someFunction()</code>"",
 * ""<code>void someFunction(out Parcelable)</code>"", or
 * ""<code>void someFunction(inout Parcelable)</code>"".  Some implementations
 * may want to release resources at this point.
 */
","\android\os\Parcelable.java"
"android.os.Parcelable.CONTENTS_FILE_DESCRIPTOR","true","false","false","true","true","int","0x0001","","/**
 * Bit masks for use with {@link #describeContents}: each bit represents a
 * kind of object considered to have potential special significance when
 * marshalled.
 */
","\android\os\Parcelable.java"
"com.android.internal.util.BitwiseOutputStream.mBuf","false","false","true","false","false","byte","","","// The byte array being written to, which will be grown as needed.
","\com\android\internal\util\BitwiseOutputStream.java"
"com.android.internal.util.BitwiseOutputStream.mPos","false","false","true","false","false","int","","","// The current position offset, in bits, from the msb in byte 0.
","\com\android\internal\util\BitwiseOutputStream.java"
"com.android.internal.util.BitwiseOutputStream.mEnd","false","false","true","false","false","int","","","// The last bit offset, given the current buf length.
","\com\android\internal\util\BitwiseOutputStream.java"
"android.view.Gravity.AXIS_PULL_AFTER","true","false","false","true","true","int","0x0004","","/**
 * Raw bit controlling how the right/bottom edge is placed.
 */
","\android\view\Gravity.java"
"android.view.Gravity.CENTER_HORIZONTAL","true","false","false","true","true","int","AXIS_SPECIFIED << AXIS_X_SHIFT","","/**
 * Place object in the horizontal center of its container, not changing its
 * size.
 */
","\android\view\Gravity.java"
"android.view.Gravity.VERTICAL_GRAVITY_MASK","true","false","false","true","true","int","(AXIS_SPECIFIED | AXIS_PULL_BEFORE | AXIS_PULL_AFTER) << AXIS_Y_SHIFT","","/**
 * Binary mask to get the vertical gravity of a gravity.
 */
","\android\view\Gravity.java"
"android.view.Gravity.HORIZONTAL_GRAVITY_MASK","true","false","false","true","true","int","(AXIS_SPECIFIED | AXIS_PULL_BEFORE | AXIS_PULL_AFTER) << AXIS_X_SHIFT","","/**
 * Binary mask to get the horizontal gravity of a gravity.
 */
","\android\view\Gravity.java"
"android.view.Gravity.AXIS_Y_SHIFT","true","false","false","true","true","int","4","","/**
 * Bits defining the vertical axis.
 */
","\android\view\Gravity.java"
"android.view.Gravity.TOP","true","false","false","true","true","int","(AXIS_PULL_BEFORE | AXIS_SPECIFIED) << AXIS_Y_SHIFT","","/**
 * Push object to the top of its container, not changing its size.
 */
","\android\view\Gravity.java"
"android.view.Gravity.AXIS_X_SHIFT","true","false","false","true","true","int","0","","/**
 * Bits defining the horizontal axis.
 */
","\android\view\Gravity.java"
"android.view.Gravity.RIGHT","true","false","false","true","true","int","(AXIS_PULL_AFTER | AXIS_SPECIFIED) << AXIS_X_SHIFT","","/**
 * Push object to the right of its container, not changing its size.
 */
","\android\view\Gravity.java"
"android.view.Gravity.NO_GRAVITY","true","false","false","true","true","int","0x0000","","/**
 * Constant indicating that no gravity has been set *
 */
","\android\view\Gravity.java"
"android.view.Gravity.DISPLAY_CLIP_VERTICAL","true","false","false","true","true","int","0x10000000","","/**
 * Special constant to enable clipping to an overall display along the
 * vertical dimension.  This is not applied by default by
 * {@link #apply(int, int, int, Rect, int, int, Rect)}; you must do so
 * yourself by calling {@link #applyDisplay}.
 */
","\android\view\Gravity.java"
"android.view.Gravity.LEFT","true","false","false","true","true","int","(AXIS_PULL_BEFORE | AXIS_SPECIFIED) << AXIS_X_SHIFT","","/**
 * Push object to the left of its container, not changing its size.
 */
","\android\view\Gravity.java"
"android.view.Gravity.FILL_VERTICAL","true","false","false","true","true","int","TOP | BOTTOM","","/**
 * Grow the vertical size of the object if needed so it completely fills
 * its container.
 */
","\android\view\Gravity.java"
"android.view.Gravity.AXIS_PULL_BEFORE","true","false","false","true","true","int","0x0002","","/**
 * Raw bit controlling how the left/top edge is placed.
 */
","\android\view\Gravity.java"
"android.view.Gravity.CENTER","true","false","false","true","true","int","CENTER_VERTICAL | CENTER_HORIZONTAL","","/**
 * Place the object in the center of its container in both the vertical
 * and horizontal axis, not changing its size.
 */
","\android\view\Gravity.java"
"android.view.Gravity.DISPLAY_CLIP_HORIZONTAL","true","false","false","true","true","int","0x01000000","","/**
 * Special constant to enable clipping to an overall display along the
 * horizontal dimension.  This is not applied by default by
 * {@link #apply(int, int, int, Rect, int, int, Rect)}; you must do so
 * yourself by calling {@link #applyDisplay}.
 */
","\android\view\Gravity.java"
"android.view.Gravity.AXIS_SPECIFIED","true","false","false","true","true","int","0x0001","","/**
 * Raw bit indicating the gravity for an axis has been specified.
 */
","\android\view\Gravity.java"
"android.view.Gravity.CENTER_VERTICAL","true","false","false","true","true","int","AXIS_SPECIFIED << AXIS_Y_SHIFT","","/**
 * Place object in the vertical center of its container, not changing its
 * size.
 */
","\android\view\Gravity.java"
"android.view.Gravity.FILL_HORIZONTAL","true","false","false","true","true","int","LEFT | RIGHT","","/**
 * Grow the horizontal size of the object if needed so it completely fills
 * its container.
 */
","\android\view\Gravity.java"
"android.view.Gravity.FILL","true","false","false","true","true","int","FILL_VERTICAL | FILL_HORIZONTAL","","/**
 * Grow the horizontal and vertical size of the object if needed so it
 * completely fills its container.
 */
","\android\view\Gravity.java"
"android.view.Gravity.BOTTOM","true","false","false","true","true","int","(AXIS_PULL_AFTER | AXIS_SPECIFIED) << AXIS_Y_SHIFT","","/**
 * Push object to the bottom of its container, not changing its size.
 */
","\android\view\Gravity.java"
"android.view.Gravity.CLIP_HORIZONTAL","true","false","false","true","true","int","AXIS_CLIP << AXIS_X_SHIFT","","/**
 * Flag to clip the edges of the object to its container along the
 * horizontal axis.
 */
","\android\view\Gravity.java"
"android.view.Gravity.CLIP_VERTICAL","true","false","false","true","true","int","AXIS_CLIP << AXIS_Y_SHIFT","","/**
 * Flag to clip the edges of the object to its container along the
 * vertical axis.
 */
","\android\view\Gravity.java"
"android.view.Gravity.AXIS_CLIP","true","false","false","true","true","int","0x0008","","/**
 * Raw bit controlling whether the right/bottom edge is clipped to its
 * container, based on the gravity direction being applied.
 */
","\android\view\Gravity.java"
"android.os.ParcelUuid.CREATOR","true","false","false","true","true","Parcelable.Creator<ParcelUuid>","new Parcelable.Creator<ParcelUuid>() {

    public ParcelUuid createFromParcel(Parcel source) {
        long mostSigBits = source.readLong();
        long leastSigBits = source.readLong();
        UUID uuid = new UUID(mostSigBits, leastSigBits);
        return new ParcelUuid(uuid);
    }

    public ParcelUuid[] newArray(int size) {
        return new ParcelUuid[size];
    }
}","","","\android\os\ParcelUuid.java"
"android.os.ParcelUuid.mUuid","false","false","true","false","true","UUID","","","","\android\os\ParcelUuid.java"
"android.webkit.ByteArrayBuilder.mLength","true","false","false","false","false","int","","","","\android\webkit\ByteArrayBuilder.java"
"android.webkit.ByteArrayBuilder.sQueue","false","false","true","true","true","ReferenceQueue<Chunk>","new ReferenceQueue<Chunk>()","","// Reference queue for processing gc'd entries.
","\android\webkit\ByteArrayBuilder.java"
"android.webkit.ByteArrayBuilder.mChunks","false","false","true","false","false","LinkedList<Chunk>","","","","\android\webkit\ByteArrayBuilder.java"
"android.webkit.Chunk.mLength","true","false","false","false","false","int","","","","\android\webkit\ByteArrayBuilder.java"
"android.webkit.Chunk.mArray","true","false","false","false","false","byte","","","","\android\webkit\ByteArrayBuilder.java"
"android.webkit.ByteArrayBuilder.DEFAULT_CAPACITY","false","false","true","true","true","int","8192","","","\android\webkit\ByteArrayBuilder.java"
"android.webkit.ByteArrayBuilder.sPool","false","false","true","true","true","LinkedList<SoftReference<Chunk>>","new LinkedList<SoftReference<Chunk>>()","","// Global pool of chunks to be used by other ByteArrayBuilders.
","\android\webkit\ByteArrayBuilder.java"
"android.webkit.ByteArrayBuilder.mArray","true","false","false","false","false","byte","","","","\android\webkit\ByteArrayBuilder.java"
"android.pim.vcard.VCardEntry.mPropertyValueList","false","false","true","false","false","List<String>","new ArrayList<String>()","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.ImData.protocol","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.type","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mVCardType","false","false","true","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.postalCode","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.protocol","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mFamilyName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.country","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.label","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.LOG_TAG","false","false","true","true","true","String","""VCardEntry""","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mAccount","false","false","true","false","true","Account","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPropertyName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.ADDR_MAX_DATA_SIZE","true","false","false","true","true","int","7","","// PO Box, Extended Addr, Street, Locality, Region, Postal Code, Country Name
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.photoBytes","true","false","false","false","true","byte","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.region","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.pobox","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhoneData.isPrimary","true","false","false","false","false","boolean","","","// the original VCard.
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPostalList","false","false","true","false","false","List<PostalData>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.sImMap","false","false","true","true","true","Map<String,Integer>","new HashMap<String, Integer>()","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.DEFAULT_ORGANIZATION_TYPE","false","false","true","true","true","int","Organization.TYPE_WORK","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPhoneticFamilyName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.Property.mPropertyName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.OrganizationData.titleName","true","false","false","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mSuffix","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.EmailData.label","true","false","false","false","true","String","","","// Used only when TYPE is TYPE_CUSTOM.
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.dataArray","false","false","true","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPropertyBytes","false","false","true","false","false","byte","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mNoteList","false","false","true","false","false","List<String>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPhoneticGivenName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.street","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.Property.mPropertyValueList","false","false","true","false","false","List<String>","new ArrayList<String>()","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.formatName","true","false","false","false","true","String","","","// used when type is not defined in ContactsContract.
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.OrganizationData.isPrimary","true","false","false","false","false","boolean","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.ACCOUNT_TYPE_GOOGLE","false","false","true","true","true","String","""com.google""","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhotoData.FORMAT_FLASH","true","false","false","true","true","String","""SWF""","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mFullName","false","false","true","false","false","String","","","// Used only when no family nor given name is found.
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.ImData.isPrimary","true","false","false","false","true","boolean","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.street","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.titleName","true","false","false","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.country","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mEmailList","false","false","true","false","false","List<EmailData>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhoneData.data","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mAndroidCustomPropertyList","false","false","true","false","false","List<List<String>>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.type","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mMiddleName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.OrganizationData.companyName","true","false","false","false","false","String","","","// two parts in vCard: ""ORG"" + ""TITLE"".
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.departmentName","true","false","false","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhoneData.label","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhotoData.isPrimary","true","false","false","false","true","boolean","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.localty","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.companyName","true","false","false","false","false","String","","","// two parts in vCard: ""ORG"" + ""TITLE"".
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.data","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhoneData.type","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.customProtocol","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.GOOGLE_MY_CONTACTS_GROUP","false","false","true","true","true","String","""System Group: My Contacts""","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.OrganizationData.type","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.ImData.customProtocol","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPhoneticFullName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mOrganizationList","false","false","true","false","false","List<OrganizationData>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.dataArray","false","false","true","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mParameterMap","false","false","true","false","false","Map<String,Collection<String>>","new HashMap<String, Collection<String>>()","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPhoneList","false","false","true","false","false","List<PhoneData>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.EmailData.data","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mDisplayName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.EmailData.isPrimary","true","false","false","false","false","boolean","","","// the original VCard.
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mNickNameList","false","false","true","false","false","List<String>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.EmailData.type","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.label","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.ImData.data","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.OrganizationData.departmentName","true","false","false","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mBirthday","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.region","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhotoData.type","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.pobox","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mImList","false","false","true","false","false","List<ImData>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.ADDR_MAX_DATA_SIZE","true","false","false","true","true","int","7","","// PO Box, Extended Addr, Street, Locality, Region, Postal Code, Country Name
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhotoData.photoBytes","true","false","false","false","true","byte","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.ImData.type","true","false","false","false","true","int","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.isPrimary","true","false","false","false","false","boolean","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.localty","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.postalCode","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.isPrimary","true","false","false","false","true","boolean","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PhotoData.formatName","true","false","false","false","true","String","","","// used when type is not defined in ContactsContract.
","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPrefix","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.Property.mPropertyBytes","false","false","true","false","false","byte","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.FORMAT_FLASH","true","false","false","true","true","String","""SWF""","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mWebsiteList","false","false","true","false","false","List<String>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPhoneticMiddleName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.Property.mParameterMap","false","false","true","false","false","Map<String,Collection<String>>","new HashMap<String, Collection<String>>()","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mPhotoList","false","false","true","false","false","List<PhotoData>","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.PostalData.extendedAddress","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.sEmptyList","false","false","true","true","true","List<String>","Collections.unmodifiableList(new ArrayList<String>(0))","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.extendedAddress","true","false","false","false","true","String","","","","\android\pim\vcard\VCardEntry.java"
"android.pim.vcard.VCardEntry.mGivenName","false","false","true","false","false","String","","","","\android\pim\vcard\VCardEntry.java"
"android.text.style.TabStopSpan.mTab","false","false","true","false","false","int","","","","\android\text\style\TabStopSpan.java"
"android.text.style.Standard.mTab","false","false","true","false","false","int","","","","\android\text\style\TabStopSpan.java"
"android.app.backup.FileBackupHelper.mContext","false","false","false","false","false","Context","","","","\android\app\backup\FileBackupHelper.java"
